CreditScore,Geography,Gender,Age,Balance,NumOfProducts,IsActiveMember,Exited
-0.3262214220367463,0,0,0.2935174228967471,-1.2258476714090278,1,1,1
-0.4400359548576657,0,0,0.1981638321954454,0.11735002143511059,1,1,0
-1.536794180222889,0,0,0.2935174228967471,1.3330533457228904,3,0,1
0.5015206348426676,0,0,0.0074566507928420294,-1.2258476714090278,2,0,0
2.063883767202561,0,0,0.38887101359804876,0.7857278997960591,1,1,0
-0.05720525355093678,0,1,0.48422460429935044,0.5973285944410414,2,0,1
1.7741740472947665,0,1,1.0563461485071606,-1.2258476714090278,2,1,0
-2.840487919807966,1,0,-0.9460792562201749,0.6180189508533646,4,0,1
-1.5471409559338818,0,1,0.48422460429935044,1.0508202865849028,2,1,0
0.3463189991777775,0,1,-1.1367864376227783,0.9314633619936777,1,1,0
-1.2677780117370796,0,1,-0.7553720748175714,0.409185402285092,2,0,0
-1.5885280587778525,0,1,-1.4228472097266833,-1.2258476714090278,2,0,0
-1.8058103487086987,0,0,-0.4693113027136664,-1.2258476714090278,2,0,0
-1.0504957218062334,0,0,-1.3274936190253817,-1.2258476714090278,2,0,0
-0.1606730106608635,0,0,-0.3739577120123647,-1.2258476714090278,2,1,0
-0.3572617491697243,1,1,0.5795781950006521,1.0681029591182611,2,1,0
0.025568952137004615,1,1,1.8191748741175742,0.8993931172292712,1,0,1
-1.0504957218062334,0,0,-1.4228472097266833,-1.2258476714090278,2,1,0
-0.6573182447885119,0,1,0.5795781950006521,-1.2258476714090278,1,0,0
0.7808835790394698,0,0,-1.4228472097266833,-1.2258476714090278,2,1,0
0.8429642333054258,0,1,0.1981638321954454,-1.2258476714090278,2,1,0
-0.15032623494987085,0,0,-0.6600184841162697,-1.2258476714090278,2,0,0
-1.4540199745349478,0,0,-0.08789693990845966,-1.2258476714090278,1,0,1
0.19111736351288738,0,1,0.6749317857019538,-1.2258476714090278,2,1,0
2.0224966643585907,0,0,-0.08789693990845966,-1.2258476714090278,1,1,0
-0.7607860018984386,0,1,-1.3274936190253817,-1.2258476714090278,2,1,0
1.09128685036925,1,1,-0.27860412131106305,0.9669114802146295,1,1,0
-0.8228666561643946,0,1,0.48422460429935044,-1.2258476714090278,2,0,0
-0.7918263290314166,1,0,0.38887101359804876,1.0395750259469725,1,1,0
