CreditScore,Geography,Gender,Age,Balance,NumOfProducts,IsActiveMember
0.3564997084691052,0,1,-0.6557858973542321,-1.2184705569895626,2,1
-0.20389776790135397,1,1,0.29493846545136665,0.6968376547320528,2,1
-0.9614721341058636,0,1,-1.416365387598711,0.6186290946563464,1,0
-0.9407166720180689,0,0,-1.1311480787570314,0.9532120226243691,1,0
-1.397336837949554,0,1,1.6259525733792048,1.057448687632532,1,0
-0.8576948236668898,0,1,0.19986602917080679,0.7067466960091179,1,0
0.32536651533741306,0,0,0.10479359289024692,-1.2184705569895626,2,0
1.1140740746736149,0,0,0.5801557742930463,-1.2184705569895626,2,1
-2.341710362944217,0,0,-0.4656410247931123,-1.2184705569895626,2,1
-0.5256074302621732,0,1,3.3372564264292826,-1.2184705569895626,2,1
0.8650085296200775,0,0,1.3407352645375252,0.7644161986745707,2,1
0.1593228186350548,0,0,0.009721156609687052,-1.2184705569895626,2,0
0.9272749158834619,0,1,-0.6557858973542321,-1.2184705569895626,1,1
-1.4596032242129386,0,0,-0.8459307699153518,-1.2184705569895626,2,0
-1.4907364173446307,0,0,0.19986602917080679,-1.2184705569895626,2,1
-1.2728040654227855,0,0,-0.7508583336347919,-1.2184705569895626,2,1
0.22158920489843914,0,0,0.48508333801248643,0.9181154533623601,1,1
-1.4180923000373489,0,1,0.10479359289024692,0.7245589218016413,1,0
2.058447599668278,1,1,0.9604455194152858,0.36100634991455316,1,0
-0.25578642312084093,1,1,-1.0360756424764714,-0.08013355565655605,1,1
-0.1623868437257644,0,1,-0.2754961522319926,0.663766155419022,2,1
1.5188055853856133,0,1,-1.0360756424764714,-1.2184705569895626,2,0
0.5017879430836688,1,1,-0.3705685885125524,0.316237061580151,2,0
-1.4284700310812464,0,1,-0.3705685885125524,0.7193539092327499,1,0
0.6366984466543348,0,0,-0.1804237159514327,-1.2184705569895626,1,1
-1.9162233901444239,1,1,-1.0360756424764714,0.803961741582394,1,0
0.38763290160079744,1,1,-0.5607134610736721,1.372341941182026,2,0
-1.469980955256836,1,1,-0.7508583336347919,0.601796901529675,1,0
-0.34918600251591747,0,1,1.6259525733792048,-1.2184705569895626,1,1
-1.843579272837142,0,1,0.5801557742930463,-1.2184705569895626,2,0
1.062185419454128,0,1,-0.1804237159514327,-1.2184705569895626,1,1
0.532921136215361,0,1,1.6259525733792048,-1.2184705569895626,1,0
0.32536651533741306,0,1,-0.8459307699153518,-0.2953170913624515,1,0
-0.5671183544377627,0,0,-1.2262205150375913,1.1830079878759245,1,0
1.6640938200001767,0,1,-1.416365387598711,-1.2184705569895626,2,1
1.8716484408781247,0,0,-0.4656410247931123,0.9940901601863156,2,1
-1.5114918794324255,0,1,0.39001090173192654,-1.2184705569895626,2,0
